fid,id,length
4663,3233,3150
4662,3234,3626
4680,3235,359
4679,3236,2877
4678,3237,2056
4480,3238,3962
4507,3239,674
4509,3240,1131
4508,3241,2089
4511,3242,1737
4510,3243,1586
4497,3244,9196
4496,3245,8359
4498,3246,8295
4361,3247,41386
4360,3248,40595
4362,3249,18174
4353,3250,166
4352,3251,20745
4357,3252,56051
4356,3253,199
4359,3254,33908
4358,3255,33666
4392,3256,11045
4389,3257,1873
4391,3258,30634
4390,3259,41945
4441,3260,4166
4440,3261,1000
4442,3262,1229
4445,3263,2635
4447,3264,5511
4446,3265,3016
4461,3266,4289
4462,3267,1934
4479,3268,20341
4478,3269,11422
4465,3270,4415
4464,3271,5662
4466,3272,813
4235,3273,4837
4234,3274,5265
4236,3275,6065
4225,3276,10509
4224,3277,355
4226,3278,10934
4255,3279,1701
4254,3280,11985
4321,3281,16982
4320,3282,79822
4351,3283,18451
4104,3284,12746
4097,3285,3224
4096,3286,3952
4098,3287,670
4101,3288,3086
4100,3289,252
4102,3290,4617
4123,3291,11241
4125,3292,1137
4124,3293,8580
4141,3294,9323
4140,3295,4302
4129,3296,23075
4131,3297,13593
4130,3298,17208
4153,3299,795
4155,3300,3175
4154,3301,3608
4147,3302,2217
4146,3303,3505
4173,3304,2619
4172,3305,2073
4174,3306,686
4181,3307,1246
4183,3308,13377
4182,3309,13070
4201,3310,1322
4200,3311,18147
4209,3312,15907
4208,3313,46008
4215,3314,8088
4214,3315,1569
8137,3316,9230
8136,3317,11465
8136,3318,158523
8139,3319,52115
8138,3320,10183
8141,3321,113380
8140,3322,29672
8143,3323,478
8142,3324,42189
8153,3325,58618
8152,3326,11616
8155,3327,36665
8154,3328,5253
8145,3329,94839
8144,3330,15600
8147,3331,72044
8146,3332,46277
8149,3333,14215
8148,3334,27202
8151,3335,57887
8150,3336,20407
224213,3337,12462
